"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction","8/608","61/18614",0.000792422166988194,0.0109745967729189,0.00840289773965352,"857/805/2316/10052/482/476/3270/6330",8
"GO:0086003","GO:0086003","cardiac muscle cell contraction","9/608","76/18614",0.000808888202373227,0.0111709064775339,0.00855320580174582,"23704/857/10060/3764/2316/10052/5350/476/6330",9
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","13/608","143/18614",0.000836319525611456,0.0114846695418475,0.00879344414475381,"3569/857/54541/8440/5728/284/960/3976/3082/10399/3270/7422/10253",13
"GO:0035150","GO:0035150","regulation of tube size","13/608","143/18614",0.000836319525611456,0.0114846695418475,0.00879344414475381,"552/857/150/3672/1910/6093/2296/2303/9475/2982/1909/1889/5592",13
"GO:0006401","GO:0006401","RNA catabolic process","22/608","319/18614",0.000844031509633507,0.0115580157569195,0.0088496029957434,"26986/4869/8531/6093/9475/9775/7832/3182/10957/4904/3183/1655/2521/3646/9939/677/26135/10140/3192/328/221662/8761",22
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","6/608","35/18614",0.000857180626138151,0.0116725015430824,0.00893726110051716,"6201/4609/960/1984/3190/6154",6
"GO:1905898","GO:1905898","positive regulation of response to endoplasmic reticulum stress","6/608","35/18614",0.000857180626138151,0.0116725015430824,0.00893726110051716,"857/8440/1649/9709/4780/5770",6
"GO:1904668","GO:1904668","positive regulation of ubiquitin protein ligase activity","4/608","14/18614",0.000868655829897412,0.0117549341464558,0.00900037710841179,"27338/5728/6500/1027",4
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","12/608","126/18614",0.000870467943973442,0.0117549341464558,0.00900037710841179,"26986/9775/7832/3182/10957/4904/1655/3646/9939/677/10140/3192",12
"GO:0003231","GO:0003231","cardiac ventricle development","12/608","126/18614",0.000870467943973442,0.0117549341464558,0.00900037710841179,"7168/4208/1363/182/2296/2303/1909/8543/6604/23462/3091/23493",12
"GO:0030865","GO:0030865","cortical cytoskeleton organization","7/608","48/18614",0.000881199385899813,0.0118342892734479,0.00906113679107072,"6093/7094/9475/5872/7430/30846/23433",7
"GO:0046596","GO:0046596","regulation of viral entry into host cell","7/608","48/18614",0.000881199385899813,0.0118342892734479,0.00906113679107072,"8519/10581/10410/81603/5819/3146/920",7
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","22/608","321/18614",0.000915936727947895,0.0122670097493022,0.00939245701938472,"6347/3569/857/8013/3329/6366/8440/567/2113/3133/58515/3716/8651/604/6188/7082/960/6604/4860/1960/3146/920",22
"GO:0035303","GO:0035303","regulation of dephosphorylation","12/608","127/18614",0.000933455034582891,0.0124333150098131,0.00951979163828281,"4208/4659/805/23645/3672/5159/6093/650/9475/10395/5478/23261",12
"GO:0055007","GO:0055007","cardiac muscle cell differentiation","12/608","127/18614",0.000933455034582891,0.0124333150098131,0.00951979163828281,"4629/4208/8470/5159/650/3688/2274/7528/3192/23135/23493/7422",12
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","11/608","110/18614",0.000943835114978043,0.0125373193065885,0.00959942440187048,"3569/182/80139/5747/2296/5728/650/7041/1942/5515/10253",11
"GO:0001935","GO:0001935","endothelial cell proliferation","16/608","201/18614",0.000956738679147176,0.0126741876653328,0.00970422012659006,"6347/7026/857/4208/441478/858/5228/650/3164/6774/1969/3091/1960/10344/7422/3146",16
"GO:0006941","GO:0006941","striated muscle contraction","15/608","182/18614",0.000959655384450836,0.0126783739815659,0.00970742545503541,"7168/23704/857/10060/3764/805/2316/10052/8654/5350/3164/476/23336/3270/6330",15
"GO:0001885","GO:0001885","endothelial cell development","8/608","63/18614",0.000984424316718365,0.0129072029145021,0.00988263245016452,"1910/6093/9475/7414/7430/1909/7082/7422",8
"GO:0035904","GO:0035904","aorta development","8/608","63/18614",0.000984424316718365,0.0129072029145021,0.00988263245016452,"4638/6909/182/5159/56999/1909/23462/23493",8
"GO:0043583","GO:0043583","ear development","17/608","221/18614",0.000984918868552776,0.0129072029145021,0.00988263245016452,"5154/1052/6909/182/5159/2487/650/1909/1749/388585/6169/9890/10541/1027/1889/23493/10253",17
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin","7/608","49/18614",0.000999565302966193,0.0129730182520304,0.00993302514908496,"6366/5747/2303/1942/1969/3976/5328",7
"GO:0042149","GO:0042149","cellular response to glucose starvation","7/608","49/18614",0.000999565302966193,0.0129730182520304,0.00993302514908496,"3178/8140/3428/468/4780/80315/7378",7
"GO:0019934","GO:0019934","cGMP-mediated signaling","6/608","36/18614",0.00100058561287455,0.0129730182520304,0.00993302514908496,"2977/1910/2982/948/2983/5592",6
"GO:0030224","GO:0030224","monocyte differentiation","6/608","36/18614",0.00100058561287455,0.0129730182520304,0.00993302514908496,"4627/4609/3428/677/7422/920",6
"GO:0045598","GO:0045598","regulation of fat cell differentiation","13/608","146/18614",0.00101456750600329,0.0131194074052149,0.0100451106415961,"3400/10974/3569/182/83643/2487/650/1649/7041/4023/677/3192/171023",13
"GO:0007519","GO:0007519","skeletal muscle tissue development","14/608","165/18614",0.00105859568838564,0.0136525237589418,0.0104533007825549,"7026/857/4208/467/3679/858/8531/4637/3164/7832/23764/1655/56603/221662",14
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","10/608","95/18614",0.00107183626128533,0.0137868120679841,0.0105561210457374,"7168/9510/4208/1026/8013/1264/5728/57447/1027/5592",10
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","13/608","147/18614",0.00108062064925184,0.0138632254344808,0.0106146283164737,"3569/4208/1052/182/8519/51232/5747/468/650/1655/10140/3082/3727",13
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","18/608","243/18614",0.00109340054943467,0.0139846925129634,0.0107076317734884,"6347/595/1026/694/51776/2296/5728/7832/25959/5514/91607/10263/604/677/29997/1027/64859/6154",18
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","11/608","112/18614",0.00109582616204144,0.0139846925129634,0.0107076317734884,"9510/4627/9636/3679/2316/3672/5747/7094/3688/3911/3987",11
"GO:0006123","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","5/608","25/18614",0.00112910887563827,0.0143066614797664,0.0109541531135766,"54205/84701/1349/1337/1347",5
"GO:2000209","GO:2000209","regulation of anoikis","5/608","25/18614",0.00112910887563827,0.0143066614797664,0.0109541531135766,"857/5747/3688/5166/4170",5
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","15/608","185/18614",0.00113279411921843,0.0143066614797664,0.0109541531135766,"6347/7026/857/4208/441478/858/5228/650/3164/6774/3091/1960/10344/7422/3146",15
"GO:0044000","GO:0044000","movement in host","15/608","185/18614",0.00113279411921843,0.0143066614797664,0.0109541531135766,"857/858/8519/10581/3576/5478/3688/10410/81603/5819/6520/1969/9218/3146/920",15
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","13/608","148/18614",0.00115022780078433,0.0144263992321675,0.0110458324809211,"857/56937/858/80139/3621/9839/650/28996/7041/23089/51742/11171/10253",13
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","13/608","148/18614",0.00115022780078433,0.0144263992321675,0.0110458324809211,"2059/56937/25802/7114/3925/8874/8543/1654/1452/7417/29997/2288/3146",13
"GO:0042532","GO:0042532","negative regulation of tyrosine phosphorylation of STAT protein","4/608","15/18614",0.0011541119385734,0.0144263992321675,0.0110458324809211,"857/9021/8651/5515",4
"GO:0060347","GO:0060347","heart trabecula formation","4/608","15/18614",0.0011541119385734,0.0144263992321675,0.0110458324809211,"9510/2274/23462/23493",4
"GO:0048644","GO:0048644","muscle organ morphogenesis","9/608","80/18614",0.00117350002475046,0.0146312343239348,0.0112026681592816,"4638/7168/84159/2296/2303/650/1909/3976/23493",9
"GO:0000302","GO:0000302","response to reactive oxygen species","16/608","205/18614",0.00117817868854568,0.0146520946598474,0.0112186402512969,"3569/7168/388/8013/7128/5159/5074/6188/948/23135/4780/328/10276/3091/3082/10399",16
"GO:0022604","GO:0022604","regulation of cell morphogenesis","18/608","245/18614",0.00119991821660735,0.0148844816945568,0.0113965715711521,"6347/7168/2059/4627/3679/51177/5747/1072/54751/10395/7430/8874/23433/23580/960/126374/7422/23011",18
"GO:0071456","GO:0071456","cellular response to hypoxia","13/608","149/18614",0.0012235360238244,0.0151389292287918,0.0115913939099154,"2034/378938/4609/9475/28996/677/29997/4780/665/3091/1027/3727/7422",13
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","10/608","97/18614",0.0012588266911684,0.015536152201129,0.0118955348351316,"6347/595/1026/5728/25959/91607/10263/1032/1027/6154",10
"GO:1904738","GO:1904738","vascular associated smooth muscle cell migration","7/608","51/18614",0.00127359249636414,0.0156392025687033,0.0119744372056403,"7168/9510/4208/8013/1649/4780/5592",7
"GO:2000059","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","7/608","51/18614",0.00127359249636414,0.0156392025687033,0.0119744372056403,"6201/51035/6125/28996/29997/819/8667",7
"GO:0014855","GO:0014855","striated muscle cell proliferation","9/608","81/18614",0.00128277126004125,0.0157123364138218,0.0120304334517489,"4208/6909/858/2296/2303/284/5573/3082/23493",9
"GO:0043487","GO:0043487","regulation of RNA stability","16/608","207/18614",0.00130423178863126,0.0158953249239435,0.0121705419012801,"26986/4869/8531/6093/9475/7832/4904/3183/2521/677/26135/10140/3192/328/221662/8761",16
"GO:0044703","GO:0044703","multi-organism reproductive process","16/608","207/18614",0.00130423178863126,0.0158953249239435,0.0121705419012801,"7026/285/552/150/397/3490/5228/54407/23764/81671/6159/10155/2288/7056/3976/7422",16
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","15/608","188/18614",0.00133153845309174,0.0161876557576614,0.0123943702708054,"5154/1282/441478/6909/9021/4609/2303/650/1909/3911/1969/3082/55727/7422/10253",15
"GO:0031100","GO:0031100","animal organ regeneration","8/608","66/18614",0.00134043382542449,0.0161937204024727,0.0123990137753669,"3569/285/595/8013/5228/8140/3082/6430",8
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in protein catabolic process","8/608","66/18614",0.00134043382542449,0.0161937204024727,0.0123990137753669,"6201/51035/6125/28996/1942/29997/819/8667",8
"GO:0003180","GO:0003180","aortic valve morphogenesis","6/608","38/18614",0.00134200267540492,0.0161937204024727,0.0123990137753669,"182/6093/9475/1942/23462/23493",6
"GO:1900151","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","5/608","26/18614",0.0013607932150046,0.0163443211674304,0.0125143239643095,"26986/4904/677/10140/3192",5
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","11/608","115/18614",0.00136118859363626,0.0163443211674304,0.0125143239643095,"441478/858/5228/650/3164/6774/3091/1960/10344/7422/3146",11
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","13/608","151/18614",0.00138186341917723,0.0165518038537813,0.0126731868211624,"857/56937/858/80139/3621/9839/650/28996/7041/23089/51742/11171/10253",13
"GO:0003151","GO:0003151","outflow tract morphogenesis","9/608","82/18614",0.00140009866124125,0.0166164593595309,0.0127226914739857,"4208/6909/182/2296/2303/1909/3091/23493/7422",9
"GO:0010921","GO:0010921","regulation of phosphatase activity","9/608","82/18614",0.00140009866124125,0.0166164593595309,0.0127226914739857,"4208/4659/805/23645/3672/5159/6093/650/9475",9
"GO:0014032","GO:0014032","neural crest cell development","9/608","82/18614",0.00140009866124125,0.0166164593595309,0.0127226914739857,"182/1910/2296/2303/1909/3911/54910/3091/9221",9
"GO:0048732","GO:0048732","gland development","27/608","441/18614",0.0014008953429266,0.0166164593595309,0.0127226914739857,"3400/5154/3569/81606/857/595/6909/7128/1396/80139/84159/8140/2487/2296/650/1909/8543/3911/2288/1969/171023/3091/1027/3082/55727/7422/6430",27
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","7/608","52/18614",0.00143097310199415,0.0169320239617027,0.0129643091969118,"7114/2296/1649/23462/3976/23493/2959",7
"GO:0006470","GO:0006470","protein dephosphorylation","18/608","249/18614",0.00143961846340785,0.0169930750825987,0.0130110540875347,"4659/805/11156/23645/3672/11072/5159/6093/5728/9475/10395/5478/23261/5770/1847/5515/7803/5500",18
"GO:0001890","GO:0001890","placenta development","13/608","152/18614",0.00146719623670631,0.0172080122514404,0.0131756246032081,"7026/2034/7262/9021/5747/6194/10155/677/23462/3976/3091/1027/23493",13
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","13/608","152/18614",0.00146719623670631,0.0172080122514404,0.0131756246032081,"285/4208/7114/506/2113/2303/284/1942/4780/1969/3091/7422/3146",13
"GO:0007265","GO:0007265","Ras protein signal transduction","22/608","333/18614",0.00146841704545624,0.0172080122514404,0.0131756246032081,"2059/150/397/388/9411/1026/5159/6093/3925/9475/1072/25959/10235/10395/3688/604/2828/10276/395/10982/23011/10253",22
"GO:0046700","GO:0046700","heterocycle catabolic process","29/608","488/18614",0.00149276539302479,0.0174513939832035,0.0133619742109451,"3569/8654/26986/4869/11163/8531/6093/9475/9775/7832/3182/10957/4904/3183/1655/2521/3646/9939/677/26135/10140/3192/4780/328/4860/221662/6999/7378/8761",29
"GO:0046068","GO:0046068","cGMP metabolic process","4/608","16/18614",0.00149934438894871,0.0174863729572368,0.0133887564926017,"2977/8654/2982/2983",4
"GO:0050863","GO:0050863","regulation of T cell activation","24/608","377/18614",0.00151109192825754,0.0175813201676743,0.0134614545348606,"6347/3569/857/441478/3329/6366/8440/8654/567/5573/3133/5074/58515/3659/8651/604/6188/56603/6604/57162/4860/1960/3146/920",24
"GO:0052652","GO:0052652","cyclic purine nucleotide metabolic process","6/608","39/18614",0.00154286866877047,0.0179082970482287,0.0137118102743361,"2977/8654/109/2982/2983/1969",6
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","10/608","100/18614",0.00158840727244946,0.0183930770859647,0.01408299084412,"857/56937/858/3621/650/7041/23089/51742/11171/10253",10
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","7/608","53/18614",0.00160312129512537,0.0185194699377634,0.0141797658082179,"6366/567/284/3190/84251/7422/23011",7
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","23/608","357/18614",0.00160925838770694,0.0185385960969696,0.0141944100965947,"6347/9510/595/1026/51776/3306/5728/25959/91607/10263/1654/677/29997/902/328/6604/1032/55904/23476/5515/1027/64859/6154",23
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling","20/608","293/18614",0.00161238251181849,0.0185385960969696,0.0141944100965947,"2316/2597/684/7128/6366/1910/9188/6093/9516/284/9475/1936/1909/286343/948/81603/9218/57162/23476/920",20
"GO:0071280","GO:0071280","cellular response to copper ion","5/608","27/18614",0.00162571954560667,0.0186479594937235,0.0142781461516316,"4489/4502/4499/4780/4494",5
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","8/608","68/18614",0.00162979058977447,0.0186507725942501,0.0142803000527311,"4208/467/3164/7832/23764/1655/56603/221662",8
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","27/608","447/18614",0.00170037019951545,0.0194128916221026,0.0148638302168909,"3569/8654/26986/4869/11163/8531/6093/9475/9775/7832/3182/10957/4904/3183/1655/2521/3646/9939/677/26135/10140/3192/328/4860/221662/7378/8761",27
"GO:0010632","GO:0010632","regulation of epithelial cell migration","20/608","295/18614",0.00174753135248384,0.0199047087461653,0.0152403988586023,"7026/285/4208/388/5747/7114/506/2113/2303/5728/284/9475/56999/1942/4780/1969/3091/7422/3146/10982",20
"GO:0000184","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","6/608","40/18614",0.00176580654455483,0.019972869848503,0.0152925876346108,"26986/9775/3182/10957/3646/9939",6
"GO:0009187","GO:0009187","cyclic nucleotide metabolic process","6/608","40/18614",0.00176580654455483,0.019972869848503,0.0152925876346108,"2977/8654/109/2982/2983/1969",6
"GO:1901031","GO:1901031","regulation of response to reactive oxygen species","6/608","40/18614",0.00176580654455483,0.019972869848503,0.0152925876346108,"8013/5074/948/4780/3082/10399",6
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","7/608","54/18614",0.0017909601543185,0.0201638123609762,0.0154387862093434,"857/595/182/2487/388585/7422/10253",7
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction","7/608","54/18614",0.0017909601543185,0.0201638123609762,0.0154387862093434,"23704/857/3764/2316/10052/476/6330",7
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","9/608","85/18614",0.00180473274869024,0.02027205564485,0.0155216646297734,"26986/8531/3182/4904/3183/2521/10140/3192/221662",9
"GO:1901888","GO:1901888","regulation of cell junction assembly","16/608","214/18614",0.00183868296018111,0.0206059297261677,0.0157773013352746,"84525/857/4208/2824/5747/6093/5728/7094/9475/7414/10395/7082/1969/395/7422/3987",16
"GO:0016049","GO:0016049","cell growth","29/608","495/18614",0.00184579478142148,0.0206381870629122,0.0158019997463075,"552/85004/1026/694/3490/684/8470/3621/4131/2487/7414/10235/3688/1909/1654/7528/604/1982/1032/58189/10276/3475/54910/5515/1027/10399/7422/5592/23011",29
"GO:0051258","GO:0051258","protein polymerization","19/608","276/18614",0.00189424386411884,0.0210098286938502,0.016086553856603,"2059/25802/27338/90952/10092/6366/4131/8440/7114/3925/7408/8874/6188/7417/2288/58526/1027/10344/395",19
"GO:0010763","GO:0010763","positive regulation of fibroblast migration","4/608","17/18614",0.00191044650659931,0.0210098286938502,0.016086553856603,"59/5747/3688/8874",4
"GO:0055119","GO:0055119","relaxation of cardiac muscle","4/608","17/18614",0.00191044650659931,0.0210098286938502,0.016086553856603,"8654/5350/476/3270",4
"GO:0072109","GO:0072109","glomerular mesangium development","4/608","17/18614",0.00191044650659931,0.0210098286938502,0.016086553856603,"59/5159/2303/2828",4
"GO:1901550","GO:1901550","regulation of endothelial cell development","4/608","17/18614",0.00191044650659931,0.0210098286938502,0.016086553856603,"6093/9475/7414/7422",4
"GO:1903140","GO:1903140","regulation of establishment of endothelial barrier","4/608","17/18614",0.00191044650659931,0.0210098286938502,0.016086553856603,"6093/9475/7414/7422",4
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","17/608","235/18614",0.00191351055180912,0.0210098286938502,0.016086553856603,"6347/857/483/805/8013/2316/81/3306/8140/7114/482/81671/3688/1909/23204/23433/4780",17
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","17/608","235/18614",0.00191351055180912,0.0210098286938502,0.016086553856603,"6347/6355/2167/81/7128/6366/83643/7114/8531/3576/6188/677/1984/4780/427/10344/3987",17
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","5/608","28/18614",0.00192663053411379,0.021106345738887,0.0161604538710053,"8013/4780/135112/3082/10399",5
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","9/608","86/18614",0.00195865812985012,0.0214090995134963,0.0163922627530058,"6347/595/1026/5728/25959/91607/10263/1027/6154",9
"GO:0003229","GO:0003229","ventricular cardiac muscle tissue development","7/608","55/18614",0.0019954360611763,0.0216653692611013,0.0165884803022651,"7168/84525/2296/2303/56999/1909/23493",7
"GO:0010761","GO:0010761","fibroblast migration","7/608","55/18614",0.0019954360611763,0.0216653692611013,0.0165884803022651,"59/9124/7145/84159/5747/3688/8874",7
"GO:2000772","GO:2000772","regulation of cellular senescence","7/608","55/18614",0.0019954360611763,0.0216653692611013,0.0165884803022651,"6909/567/5728/5074/4904/604/26156",7
"GO:1990000","GO:1990000","amyloid fibril formation","6/608","41/18614",0.00201233484085819,0.0218002941092971,0.0166917879431185,"3178/567/5204/5202/2521/948",6
"GO:0044706","GO:0044706","multi-multicellular organism process","16/608","216/18614",0.00202138190957095,0.0218497490225242,0.0167296539884201,"7026/285/552/150/397/3490/5228/54407/23764/81671/6159/10155/2288/7056/3976/7422",16
"GO:0006397","GO:0006397","mRNA processing","29/608","500/18614",0.00214002584455725,0.0230810309562314,0.0176724071839776,"4691/3178/26986/3189/9775/6427/6428/4904/3183/220988/6421/1655/6628/3187/9939/677/3192/6432/3181/3190/4670/55119/84081/3185/9584/11171/221662/5930/6430",29
"GO:0060538","GO:0060538","skeletal muscle organ development","14/608","178/18614",0.00217359172546002,0.0233913016812751,0.017909971554505,"7026/857/4208/467/3679/858/8531/4637/3164/7832/23764/1655/56603/221662",14
"GO:0045071","GO:0045071","negative regulation of viral genome replication","7/608","56/18614",0.00221751744140151,0.0238114482969876,0.0182316643802684,"9636/684/8519/10581/3428/10410/10155",7
"GO:0002052","GO:0002052","positive regulation of neuroblast proliferation","5/608","29/18614",0.00226630355093887,0.0241755575729255,0.0185104512072538,"3400/3688/6604/3091/7422",5
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","5/608","29/18614",0.00226630355093887,0.0241755575729255,0.0185104512072538,"5478/6421/4780/3091/4170",5
"GO:1903205","GO:1903205","regulation of hydrogen peroxide-induced cell death","5/608","29/18614",0.00226630355093887,0.0241755575729255,0.0185104512072538,"8013/5074/4780/3082/10399",5
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production","6/608","42/18614",0.00228400273470586,0.0243111644796748,0.0186142810785267,"3569/9636/3329/6774/3082/3146",6
"GO:0048864","GO:0048864","stem cell development","9/608","88/18614",0.0022978930680293,0.0243975884155224,0.0186804531220388,"182/1910/2296/2303/1909/3911/54910/3091/9221",9
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","13/608","160/18614",0.00232017142713664,0.0243975884155224,0.0186804531220388,"2/7078/2597/5274/3428/3164/23204/1654/960/1032/3082/8301/7422",13
"GO:0044409","GO:0044409","entry into host","13/608","160/18614",0.00232017142713664,0.0243975884155224,0.0186804531220388,"857/858/8519/10581/3576/3688/10410/81603/5819/6520/1969/3146/920",13
"GO:0050657","GO:0050657","nucleic acid transport","13/608","160/18614",0.00232017142713664,0.0243975884155224,0.0186804531220388,"3178/4869/9775/5901/6428/9804/4904/220988/9939/677/6432/3181/23089",13
"GO:0050658","GO:0050658","RNA transport","13/608","160/18614",0.00232017142713664,0.0243975884155224,0.0186804531220388,"3178/4869/9775/5901/6428/9804/4904/220988/9939/677/6432/3181/23089",13
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","27/608","457/18614",0.00232214995380562,0.0243975884155224,0.0186804531220388,"6347/56892/9510/595/6909/1026/51776/3306/4869/5728/25959/5514/91607/10263/1654/677/29997/902/328/6604/1032/55904/23476/5515/1027/64859/6154",27
"GO:0022612","GO:0022612","gland morphogenesis","11/608","123/18614",0.00233507441637294,0.0244806188813292,0.0187440268940769,"3400/5154/3569/857/6909/7128/1396/3911/1969/3082/55727",11
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","22/608","346/18614",0.00236701324378968,0.0247622093636796,0.0189596317200772,"6236/23704/857/483/150/10060/805/2040/2316/81/3306/5350/7114/482/81671/3688/1909/2669/7402/7533/3270/6330",22
"GO:0035455","GO:0035455","response to interferon-alpha","4/608","18/18614",0.00239342888797066,0.024931550916361,0.0190892911307781,"684/8519/10581/10410",4
"GO:0043117","GO:0043117","positive regulation of vascular permeability","4/608","18/18614",0.00239342888797066,0.024931550916361,0.0190892911307781,"11156/284/7082/7422",4
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","12/608","142/18614",0.00243287789011803,0.0252884428876874,0.0193625518984593,"54205/3329/4609/3428/10395/1654/3336/6188/55075/10541/10399/3146",12
"GO:1990845","GO:1990845","adaptive thermogenesis","13/608","161/18614",0.0024507872660335,0.0254203998338581,0.0194635871116569,"2034/857/292/2167/2171/2303/468/1649/948/3192/64641/23135/7422",13
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","7/608","57/18614",0.00245819344021973,0.0254430849704271,0.0194809563951707,"4659/805/23645/3672/5159/6093/9475",7
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","11/608","124/18614",0.00248887874762459,0.0257061099463345,0.0196823462066833,"54205/3329/4609/10395/1654/3336/6188/55075/10541/10399/3146",11
"GO:0015931","GO:0015931","nucleobase-containing compound transport","16/608","221/18614",0.00254546229143881,0.0262349443356537,0.0200872577844487,"292/3178/4869/9775/5901/6428/9804/4904/220988/9939/293/114789/677/6432/3181/23089",16
"GO:0043393","GO:0043393","regulation of protein binding","15/608","201/18614",0.00256344274886032,0.0263645219423925,0.0201864712135436,"84525/857/7262/1026/6093/567/650/284/5901/28996/10155/51068/6604/5515/10399",15
"GO:0043462","GO:0043462","regulation of ATP-dependent activity","8/608","73/18614",0.00257159582258279,0.0263926939686128,0.0202080416329719,"7169/7168/483/3306/5350/482/81671/3192",8
"GO:1900101","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","5/608","30/18614",0.00264754004374039,0.0271150372126773,0.0207611167516661,"23645/8440/4189/5770/10399",5
"GO:0006913","GO:0006913","nucleocytoplasmic transport","21/608","328/18614",0.00271097679011216,0.0275520865261752,0.0210957514325112,"4659/1026/2316/3178/3621/4869/284/9775/5901/6428/6774/5514/10155/948/9939/51068/3181/3838/10541/1027/9221",21
"GO:0051169","GO:0051169","nuclear transport","21/608","328/18614",0.00271097679011216,0.0275520865261752,0.0210957514325112,"4659/1026/2316/3178/3621/4869/284/9775/5901/6428/6774/5514/10155/948/9939/51068/3181/3838/10541/1027/9221",21
"GO:0006414","GO:0006414","translational elongation","7/608","58/18614",0.00271847253724929,0.0275520865261752,0.0210957514325112,"1936/9775/1984/6176/10399/1938/1915",7
"GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition","7/608","58/18614",0.00271847253724929,0.0275520865261752,0.0210957514325112,"3569/182/80139/5747/2296/650/7041",7
"GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway","7/608","58/18614",0.00271847253724929,0.0275520865261752,0.0210957514325112,"5228/5747/2296/2303/5770/3091/7422",7
"GO:0051236","GO:0051236","establishment of RNA localization","13/608","163/18614",0.00273012632076008,0.027612792144617,0.0211422317829553,"3178/4869/9775/5901/6428/9804/4904/220988/9939/677/6432/3181/23089",13
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","28/608","486/18614",0.00278245292172127,0.0280837639614724,0.0215028398396505,"3569/8654/26986/4869/11163/8531/6093/9475/9775/7832/3182/10957/4904/3183/1655/2521/3646/9939/677/26135/10140/3192/328/4860/221662/6999/7378/8761",28
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","8/608","74/18614",0.00280272882364911,0.0281240957068269,0.0215337205671057,"5228/11156/5159/2296/3164/1960/7422/10253",8
"GO:0001763","GO:0001763","morphogenesis of a branching structure","15/608","203/18614",0.00281787348186256,0.0281240957068269,0.0215337205671057,"5154/1282/441478/6909/9021/4609/2303/650/1909/3911/1969/3082/55727/7422/10253",15
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","10/608","108/18614",0.00281933029150231,0.0281240957068269,0.0215337205671057,"171024/7168/2316/6093/3925/9475/10174/10395/7082/395",10
"GO:0043266","GO:0043266","regulation of potassium ion transport","10/608","108/18614",0.00281933029150231,0.0281240957068269,0.0215337205671057,"23704/857/483/150/10060/2316/482/468/3688/3799",10
"GO:0090398","GO:0090398","cellular senescence","10/608","108/18614",0.00281933029150231,0.0281240957068269,0.0215337205671057,"6909/1026/4869/567/5728/5074/4904/604/26156/1027",10
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","11/608","126/18614",0.00282106313859248,0.0281240957068269,0.0215337205671057,"10398/4629/7168/1465/25802/5159/5350/5573/3688/1466/5819",11
